AFP|tr|A0A371WHT2|A0A371WHT2_9HYPH	AFP|tr|A0A371WHT2|A0A371WHT2_9HYPH
AFP|tr|A0A8H4REG6|A0A8H4REG6_9HELO	AFP|tr|A0A8H4REG6|A0A8H4REG6_9HELO
AFP|tr|U6KX83|U6KX83_EIMTE	AFP|tr|U6KX83|U6KX83_EIMTE
AFP|tr|H7FRR7|H7FRR7_FLAFP	AFP|tr|H7FRR7|H7FRR7_FLAFP
AFP|tr|A0A9D4EAG6|A0A9D4EAG6_DREPO	AFP|tr|A0A9D4EAG6|A0A9D4EAG6_DREPO
AFP|tr|A0A529NYP3|A0A529NYP3_9HYPH	AFP|tr|A0A529NYP3|A0A529NYP3_9HYPH
AFP|tr|H7FV57|H7FV57_FLAFP	AFP|tr|H7FV57|H7FV57_FLAFP
AFP|tr|H7FTH0|H7FTH0_FLAFP	AFP|tr|H7FTH0|H7FTH0_FLAFP
AFP|tr|U6H4Y7|U6H4Y7_9EIME	AFP|tr|U6H4Y7|U6H4Y7_9EIME
AFP|tr|A0AA37HHY9|A0AA37HHY9_9HYPH	AFP|tr|A0AA37HHY9|A0AA37HHY9_9HYPH
AFP|tr|U6MK84|U6MK84_9EIME	AFP|tr|U6MK84|U6MK84_9EIME
AFP|tr|H7FNQ4|H7FNQ4_FLAFP	AFP|tr|H7FNQ4|H7FNQ4_FLAFP
AFP|tr|Q7XBG0|Q7XBG0_CHOBU	AFP|tr|Q7XBG0|Q7XBG0_CHOBU
AFP|tr|H7FTU0|H7FTU0_FLAFP	AFP|tr|H7FTU0|H7FTU0_FLAFP
AFP|tr|A0AAQ3PE82|A0AAQ3PE82_VIGMU	AFP|tr|A0AAQ3PE82|A0AAQ3PE82_VIGMU
AFP|tr|A0A3B3ZGC2|A0A3B3ZGC2_9GOBI	AFP|tr|A0A3B3ZGC2|A0A3B3ZGC2_9GOBI
AFP|tr|A0A383W879|A0A383W879_TETOB	AFP|tr|A0A383W879|A0A383W879_TETOB
AFP|tr|A0A9P3KG16|A0A9P3KG16_9VIRI	AFP|tr|A0A9P3KG16|A0A9P3KG16_9VIRI
AFP|tr|H7FT99|H7FT99_FLAFP	AFP|tr|H7FT99|H7FT99_FLAFP
AFP|tr|A0AAV4BKS1|A0AAV4BKS1_9GAST	AFP|tr|A0AAV4BKS1|A0AAV4BKS1_9GAST
AFP|tr|H7FP55|H7FP55_FLAFP	AFP|tr|H7FP55|H7FP55_FLAFP
AFP|tr|H7FQU2|H7FQU2_FLAFP	AFP|tr|H7FQU2|H7FQU2_FLAFP
AFP|tr|A0A850LP25|A0A850LP25_9RHOB	AFP|tr|A0A850LP25|A0A850LP25_9RHOB
AFP|tr|A0A850LP25|A0A850LP25_9RHOB	AFP|tr|A0A497Z2Y0|A0A497Z2Y0_9RHOB
AFP|tr|A0A850LP25|A0A850LP25_9RHOB	AFP|tr|A0A0P1E6U4|A0A0P1E6U4_9RHOB
AFP|tr|A0A850LP25|A0A850LP25_9RHOB	AFP|tr|A0A521C2F6|A0A521C2F6_9RHOB
AFP|tr|A0A9D4H360|A0A9D4H360_DREPO	AFP|tr|A0A9D4H360|A0A9D4H360_DREPO
AFP|tr|A0A7L1UCZ7|A0A7L1UCZ7_PHANI	AFP|tr|A0A7L1UCZ7|A0A7L1UCZ7_PHANI
AFP|tr|A0AAE0FF93|A0AAE0FF93_9CHLO	AFP|tr|A0AAE0FF93|A0AAE0FF93_9CHLO
AFP|tr|A0A9P3IEJ2|A0A9P3IEJ2_9VIRI	AFP|tr|A0A9P3IEJ2|A0A9P3IEJ2_9VIRI
AFP|tr|H7FW54|H7FW54_FLAFP	AFP|tr|H7FW54|H7FW54_FLAFP
AFP|tr|A0A821HSW9|A0A821HSW9_9BILA	AFP|tr|A0A821HSW9|A0A821HSW9_9BILA
AFP|tr|A0A821HSW9|A0A821HSW9_9BILA	AFP|tr|A0A8S2WWZ2|A0A8S2WWZ2_9BILA
AFP|tr|A0A821HSW9|A0A821HSW9_9BILA	AFP|tr|A0A814MPA4|A0A814MPA4_9BILA
AFP|tr|A0A6G1Q664|A0A6G1Q664_9TELE	AFP|tr|A0A6G1Q664|A0A6G1Q664_9TELE
AFP|tr|H7FN31|H7FN31_FLAFP	AFP|tr|H7FN31|H7FN31_FLAFP
AFP|tr|A0A7C7FU04|A0A7C7FU04_9PROT	AFP|tr|A0A7C7FU04|A0A7C7FU04_9PROT
AFP|tr|A0A383VEA5|A0A383VEA5_TETOB	AFP|tr|A0A383VEA5|A0A383VEA5_TETOB
AFP|tr|A0AB32TED1|A0AB32TED1_DANRE	AFP|tr|A0AB32TED1|A0AB32TED1_DANRE
AFP|tr|A0A197K0H2|A0A197K0H2_9FUNG	AFP|tr|A0A197K0H2|A0A197K0H2_9FUNG
AFP|tr|A0A9P6EVY7|A0A9P6EVY7_9FUNG	AFP|tr|A0A9P6EVY7|A0A9P6EVY7_9FUNG
AFP|tr|Q9S899|Q9S899_PINMO	AFP|tr|Q9S899|Q9S899_PINMO
AFP|tr|H7FRA6|H7FRA6_FLAFP	AFP|tr|H7FRA6|H7FRA6_FLAFP
AFP|tr|H7FQ99|H7FQ99_FLAFP	AFP|tr|H7FQ99|H7FQ99_FLAFP
AFP|tr|A0A7S3R1F2|A0A7S3R1F2_DUNTE	AFP|tr|A0A7S3R1F2|A0A7S3R1F2_DUNTE
AFP|tr|A0AAE1TX21|A0AAE1TX21_9EUCA	AFP|tr|A0AAE1TX21|A0AAE1TX21_9EUCA
AFP|tr|H7FQC7|H7FQC7_FLAFP	AFP|tr|H7FQC7|H7FQC7_FLAFP
AFP|tr|A0AA40E502|A0AA40E502_9PEZI	AFP|tr|A0AA40E502|A0AA40E502_9PEZI
AFP|tr|A0A8S3GCN5|A0A8S3GCN5_9BILA	AFP|tr|A0A8S3GCN5|A0A8S3GCN5_9BILA
AFP|tr|U6G7L5|U6G7L5_9EIME	AFP|tr|U6G7L5|U6G7L5_9EIME
AFP|tr|A0A2N5W7R0|A0A2N5W7R0_9BASI	AFP|tr|A0A2N5W7R0|A0A2N5W7R0_9BASI
AFP|tr|A0A2N5W7R0|A0A2N5W7R0_9BASI	AFP|tr|A0A2N5V9V5|A0A2N5V9V5_9BASI
AFP|tr|A0A9P9QHP0|A0A9P9QHP0_9HELO	AFP|tr|A0A9P9QHP0|A0A9P9QHP0_9HELO
AFP|tr|A0A7S3TRF5|A0A7S3TRF5_EMIHU	AFP|tr|A0A7S3TRF5|A0A7S3TRF5_EMIHU
AFP|tr|A0AAE5TWS0|A0AAE5TWS0_9HYPH	AFP|tr|A0AAE5TWS0|A0AAE5TWS0_9HYPH
AFP|tr|H7FQG0|H7FQG0_FLAFP	AFP|tr|H7FQG0|H7FQG0_FLAFP
AFP|tr|A0A136JFQ3|A0A136JFQ3_9PEZI	AFP|tr|A0A136JFQ3|A0A136JFQ3_9PEZI
AFP|tr|A0A822ACL7|A0A822ACL7_9BILA	AFP|tr|A0A822ACL7|A0A822ACL7_9BILA
AFP|tr|A0A8H4R4N0|A0A8H4R4N0_9AGAR	AFP|tr|A0A8H4R4N0|A0A8H4R4N0_9AGAR
AFP|tr|H7FUA4|H7FUA4_FLAFP	AFP|tr|H7FUA4|H7FUA4_FLAFP
AFP|tr|A0A368L5U3|A0A368L5U3_9MICO	AFP|tr|A0A368L5U3|A0A368L5U3_9MICO
AFP|tr|A0AAD9I0J6|A0AAD9I0J6_9PEZI	AFP|tr|A0AAD9I0J6|A0AAD9I0J6_9PEZI
AFP|tr|A0A8J7JQV3|A0A8J7JQV3_9CYAN	AFP|tr|A0A8J7JQV3|A0A8J7JQV3_9CYAN
AFP|tr|A0A2W4QBE2|A0A2W4QBE2_UNCFI	AFP|tr|A0A2W4QBE2|A0A2W4QBE2_UNCFI
AFP|tr|A0A2N3FWQ4|A0A2N3FWQ4_9ACTN	AFP|tr|A0A2N3FWQ4|A0A2N3FWQ4_9ACTN
AFP|tr|A0A4Y4XM86|A0A4Y4XM86_HELPX	AFP|tr|A0A4Y4XM86|A0A4Y4XM86_HELPX
AFP|tr|A0A227J5D1|A0A227J5D1_VIBPH	AFP|tr|A0A227J5D1|A0A227J5D1_VIBPH
AFP|tr|H7FVE7|H7FVE7_FLAFP	AFP|tr|H7FVE7|H7FVE7_FLAFP
AFP|tr|H7FQB5|H7FQB5_FLAFP	AFP|tr|H7FQB5|H7FQB5_FLAFP
AFP|tr|A0A9P3NW86|A0A9P3NW86_9VIRI	AFP|tr|A0A9P3NW86|A0A9P3NW86_9VIRI
AFP|tr|A0A9P3NW86|A0A9P3NW86_9VIRI	AFP|tr|A0A9P3MQZ4|A0A9P3MQZ4_9VIRI
AFP|tr|A0A179IRU6|A0A179IRU6_HYDSH	AFP|tr|A0A179IRU6|A0A179IRU6_HYDSH
AFP|tr|A0A179IRU6|A0A179IRU6_HYDSH	AFP|tr|A0A947GA85|A0A947GA85_HYDSH
AFP|tr|A0A2G6Q4E6|A0A2G6Q4E6_9BACI	AFP|tr|A0A2G6Q4E6|A0A2G6Q4E6_9BACI
AFP|tr|A0A2G6Q4E6|A0A2G6Q4E6_9BACI	AFP|tr|A0A2G6Q491|A0A2G6Q491_9BACI
AFP|tr|A0A267H9I6|A0A267H9I6_9PLAT	AFP|tr|A0A267H9I6|A0A267H9I6_9PLAT
AFP|tr|H7FR53|H7FR53_FLAFP	AFP|tr|H7FR53|H7FR53_FLAFP
AFP|tr|A0A8J4GIH8|A0A8J4GIH8_9CHLO	AFP|tr|A0A8J4GIH8|A0A8J4GIH8_9CHLO
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914FSA8|A0A914FSA8_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914FGX0|A0A914FGX0_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914U5L9|A0A914U5L9_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914QUR3|A0A914QUR3_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914EYG7|A0A914EYG7_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914FHB0|A0A914FHB0_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914P2Q7|A0A914P2Q7_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914F3I3|A0A914F3I3_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914SLW0|A0A914SLW0_9BILA
AFP|tr|A0A914FSA8|A0A914FSA8_9BILA	AFP|tr|A0A914SY70|A0A914SY70_9BILA
