AFP|tr|H7FN97|H7FN97_FLAFP	AFP|tr|H7FN97|H7FN97_FLAFP
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A8I1RYG3|A0A8I1RYG3_9PROT
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A7V9N025|A0A7V9N025_9PROT
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A950Q8N4|A0A950Q8N4_9PROT
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A941NF63|A0A941NF63_UNCPS
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A081BB57|A0A081BB57_9HYPH
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A949GMP6|A0A949GMP6_9PROT
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A941NDR9|A0A941NDR9_UNCPS
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A846MY38|A0A846MY38_9PROT
AFP|tr|A0A124IJ49|A0A124IJ49_9PROT	AFP|tr|A0A8I1UNH1|A0A8I1UNH1_9PROT
AFP|tr|H7FSU4|H7FSU4_FLAFP	AFP|tr|H7FSU4|H7FSU4_FLAFP
AFP|tr|H7FME6|H7FME6_FLAFP	AFP|tr|H7FME6|H7FME6_FLAFP
AFP|tr|A0A955NTV8|A0A955NTV8_UNCOM	AFP|tr|A0A955NTV8|A0A955NTV8_UNCOM
AFP|tr|H7FNX5|H7FNX5_FLAFP	AFP|tr|H7FNX5|H7FNX5_FLAFP
AFP|tr|H7FNX5|H7FNX5_FLAFP	AFP|tr|H7FWC3|H7FWC3_FLAFP
AFP|tr|U6K472|U6K472_9EIME	AFP|tr|U6K472|U6K472_9EIME
AFP|tr|H7FS15|H7FS15_FLAFP	AFP|tr|H7FS15|H7FS15_FLAFP
AFP|tr|A0AAE1CR02|A0AAE1CR02_9GAST	AFP|tr|A0AAE1CR02|A0AAE1CR02_9GAST
AFP|tr|H7FSX1|H7FSX1_FLAFP	AFP|tr|H7FSX1|H7FSX1_FLAFP
AFP|tr|A0A535W2X7|A0A535W2X7_UNCCH	AFP|tr|A0A535W2X7|A0A535W2X7_UNCCH
AFP|tr|A0A915JWN4|A0A915JWN4_ROMCU	AFP|tr|A0A915JWN4|A0A915JWN4_ROMCU
AFP|tr|A0AAV2H702|A0AAV2H702_LYMST	AFP|tr|A0AAV2H702|A0AAV2H702_LYMST
AFP|tr|A0A9W7XDS3|A0A9W7XDS3_9FUNG	AFP|tr|A0A9W7XDS3|A0A9W7XDS3_9FUNG
AFP|tr|H7FNQ2|H7FNQ2_FLAFP	AFP|tr|H7FNQ2|H7FNQ2_FLAFP
AFP|tr|A0A6P6S1M4|A0A6P6S1M4_9EIME	AFP|tr|A0A6P6S1M4|A0A6P6S1M4_9EIME
AFP|tr|B9L4W8|B9L4W8_THERP	AFP|tr|B9L4W8|B9L4W8_THERP
AFP|tr|H7FP73|H7FP73_FLAFP	AFP|tr|H7FP73|H7FP73_FLAFP
AFP|tr|H7FP49|H7FP49_FLAFP	AFP|tr|H7FP49|H7FP49_FLAFP
AFP|tr|A0A1L3SU08|A0A1L3SU08_9HYPH	AFP|tr|A0A1L3SU08|A0A1L3SU08_9HYPH
AFP|tr|A0A956UUG1|A0A956UUG1_9CHLR	AFP|tr|A0A956UUG1|A0A956UUG1_9CHLR
AFP|tr|U6JZV6|U6JZV6_9EIME	AFP|tr|U6JZV6|U6JZV6_9EIME
AFP|tr|H7FU06|H7FU06_FLAFP	AFP|tr|H7FU06|H7FU06_FLAFP
AFP|tr|A0A9P0X7N4|A0A9P0X7N4_PIEBR	AFP|tr|A0A9P0X7N4|A0A9P0X7N4_PIEBR
AFP|tr|H7FUX6|H7FUX6_FLAFP	AFP|tr|H7FUX6|H7FUX6_FLAFP
AFP|tr|A0A521HC74|A0A521HC74_9GAMM	AFP|tr|A0A521HC74|A0A521HC74_9GAMM
AFP|tr|A0A819J6I1|A0A819J6I1_9BILA	AFP|tr|A0A819J6I1|A0A819J6I1_9BILA
AFP|tr|H7FPV6|H7FPV6_FLAFP	AFP|tr|H7FPV6|H7FPV6_FLAFP
AFP|tr|H7FVR4|H7FVR4_FLAFP	AFP|tr|H7FVR4|H7FVR4_FLAFP
AFP|tr|A0A831P195|A0A831P195_UNCZI	AFP|tr|A0A831P195|A0A831P195_UNCZI
AFP|tr|A0A8S2WLZ1|A0A8S2WLZ1_9BILA	AFP|tr|A0A8S2WLZ1|A0A8S2WLZ1_9BILA
AFP|tr|U6JXC9|U6JXC9_9EIME	AFP|tr|U6JXC9|U6JXC9_9EIME
AFP|tr|A0A383VWA8|A0A383VWA8_TETOB	AFP|tr|A0A383VWA8|A0A383VWA8_TETOB
AFP|tr|H7FVH3|H7FVH3_FLAFP	AFP|tr|H7FVH3|H7FVH3_FLAFP
AFP|tr|H7FNR7|H7FNR7_FLAFP	AFP|tr|H7FNR7|H7FNR7_FLAFP
AFP|tr|A0A5C6MU80|A0A5C6MU80_9TELE	AFP|tr|A0A5C6MU80|A0A5C6MU80_9TELE
AFP|tr|A0A818SFY5|A0A818SFY5_9BILA	AFP|tr|A0A818SFY5|A0A818SFY5_9BILA
AFP|tr|A0A818SFY5|A0A818SFY5_9BILA	AFP|tr|A0A822F8Q9|A0A822F8Q9_9BILA
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2P7SDP9|A0A2P7SDP9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|Q11GL0|Q11GL0_CHESB
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A371X3A3|A0A371X3A3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7G6SGV3|A0A7G6SGV3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2S9JWZ3|A0A2S9JWZ3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A839EVL7|A0A839EVL7_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A839FHT8|A0A839FHT8_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A844QH30|A0A844QH30_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2P8N893|A0A2P8N893_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A1I3KHW7|A0A1I3KHW7_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A936BDQ0|A0A936BDQ0_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A5D4GSB3|A0A5D4GSB3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A231UXB1|A0A231UXB1_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A4U6C9R3|A0A4U6C9R3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3L7JCV2|A0A3L7JCV2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A953CJL9|A0A953CJL9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A371XJ29|A0A371XJ29_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2N9VZM6|A0A2N9VZM6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2P7BD72|A0A2P7BD72_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A961SEP4|A0A961SEP4_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A0M3BCF3|A0A0M3BCF3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A4U6BGM1|A0A4U6BGM1_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A366DXM6|A0A366DXM6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7W8EQJ4|A0A7W8EQJ4_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A916SEE8|A0A916SEE8_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A839PAS5|A0A839PAS5_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A135HUA9|A0A135HUA9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A368K821|A0A368K821_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A368YSR9|A0A368YSR9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A839U7Y9|A0A839U7Y9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2P7APE0|A0A2P7APE0_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A318SX43|A0A318SX43_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A1H0MZU2|A0A1H0MZU2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A849VP44|A0A849VP44_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7W9AXW4|A0A7W9AXW4_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A1J6HD81|A0A1J6HD81_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2S7IUM1|A0A2S7IUM1_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A9X3ZG67|A0A9X3ZG67_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0AAJ4TFA6|A0AAJ4TFA6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0AAW7B5K0|A0AAW7B5K0_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A0E1X3J2|A0A0E1X3J2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7U8KAM7|A0A7U8KAM7_BRUNE
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A1M4LC13|A0A1M4LC13_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A949UV61|A0A949UV61_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A248UJR9|A0A248UJR9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A256FD66|A0A256FD66_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A1A9FTP5|A0A1A9FTP5_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A502BS01|A0A502BS01_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A9X9BEZ2|A0A9X9BEZ2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A5N7NLE0|A0A5N7NLE0_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A6L3YP19|A0A6L3YP19_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0AB34YD68|A0AB34YD68_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0AB35KKQ1|A0AB35KKQ1_BRUAN
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A256GVY2|A0A256GVY2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A256FFT9|A0A256FFT9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3P1USS1|A0A3P1USS1_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7X6JC34|A0A7X6JC34_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|M5JW51|M5JW51_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A011VIC4|A0A011VIC4_BRUAN
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7R7B6I9|A0A7R7B6I9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S3CD35|A0A3S3CD35_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S0GAU1|A0A3S0GAU1_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A442F1S5|A0A442F1S5_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A330H0H4|A0A330H0H4_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A439PF63|A0A439PF63_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A8T8CW90|A0A8T8CW90_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S1FH96|A0A3S1FH96_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7R6YZD6|A0A7R6YZD6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S3KP91|A0A3S3KP91_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A527Z1A2|A0A527Z1A2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A271LTA9|A0A271LTA9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2T4IN25|A0A2T4IN25_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A528X2E9|A0A528X2E9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A841P8U0|A0A841P8U0_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A504C782|A0A504C782_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A503WN86|A0A503WN86_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0AAC9S145|A0AAC9S145_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A503DPW9|A0A503DPW9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A5B6TRR9|A0A5B6TRR9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A8E2WHS0|A0A8E2WHS0_RHILI
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A2P7S765|A0A2P7S765_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A833M7F2|A0A833M7F2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7V6ZME1|A0A7V6ZME1_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A547NU66|A0A547NU66_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A838B5W8|A0A838B5W8_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A527MSW6|A0A527MSW6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3Q8XU29|A0A3Q8XU29_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A124GG45|A0A124GG45_RHILI
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A1C2DZ53|A0A1C2DZ53_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A4P6HAU2|A0A4P6HAU2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A6M7UUQ3|A0A6M7UUQ3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A942E0A6|A0A942E0A6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7S8IJY9|A0A7S8IJY9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S3GU68|A0A3S3GU68_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A442J5S1|A0A442J5S1_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S3RZB3|A0A3S3RZB3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S9FSW5|A0A3S9FSW5_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A4S0GEF7|A0A4S0GEF7_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A439XSE9|A0A439XSE9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S3GMN3|A0A3S3GMN3_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3Q8YIB9|A0A3Q8YIB9_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3S3HMY2|A0A3S3HMY2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A4R9PNS0|A0A4R9PNS0_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A3M9XL95|A0A3M9XL95_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A4S0S1E5|A0A4S0S1E5_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7R6WXS6|A0A7R6WXS6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A547LE00|A0A547LE00_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A6M7W099|A0A6M7W099_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A0B1Q7T2|A0A0B1Q7T2_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A0Q7W2T4|A0A0Q7W2T4_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A5B8B236|A0A5B8B236_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A0Q8ATT6|A0A0Q8ATT6_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A7W9S574|A0A7W9S574_9HYPH
AFP|tr|A0A916W5T8|A0A916W5T8_9HYPH	AFP|tr|A0A011U5R9|A0A011U5R9_9HYPH
