AFP|tr|A0A5K3VC09|A0A5K3VC09_9BILA	AFP|tr|A0A5K3VC09|A0A5K3VC09_9BILA
AFP|tr|H7FSV1|H7FSV1_FLAFP	AFP|tr|H7FSV1|H7FSV1_FLAFP
AFP|tr|A0A9P3JL25|A0A9P3JL25_9VIRI	AFP|tr|A0A9P3JL25|A0A9P3JL25_9VIRI
AFP|tr|H7FLK4|H7FLK4_FLAFP	AFP|tr|H7FLK4|H7FLK4_FLAFP
AFP|tr|H7FPK2|H7FPK2_FLAFP	AFP|tr|H7FPK2|H7FPK2_FLAFP
AFP|tr|H7FPJ8|H7FPJ8_FLAFP	AFP|tr|H7FPJ8|H7FPJ8_FLAFP
AFP|tr|H7FRW4|H7FRW4_FLAFP	AFP|tr|H7FRW4|H7FRW4_FLAFP
AFP|tr|A0A147BWF2|A0A147BWF2_IXORI	AFP|tr|A0A147BWF2|A0A147BWF2_IXORI
AFP|tr|A0AAD6TNG4|A0AAD6TNG4_9AGAR	AFP|tr|A0AAD6TNG4|A0AAD6TNG4_9AGAR
AFP|tr|A0A261FH39|A0A261FH39_9BIFI	AFP|tr|A0A261FH39|A0A261FH39_9BIFI
AFP|tr|H7FTC3|H7FTC3_FLAFP	AFP|tr|H7FTC3|H7FTC3_FLAFP
AFP|tr|H7FR05|H7FR05_FLAFP	AFP|tr|H7FR05|H7FR05_FLAFP
AFP|tr|A0A7G8X3P3|A0A7G8X3P3_9BACL	AFP|tr|A0A7G8X3P3|A0A7G8X3P3_9BACL
AFP|tr|G1FKP9|G1FKP9_EPIBR	AFP|tr|G1FKP9|G1FKP9_EPIBR
AFP|tr|A0A929HNR2|A0A929HNR2_UNCPS	AFP|tr|A0A929HNR2|A0A929HNR2_UNCPS
AFP|tr|U6K8W3|U6K8W3_9EIME	AFP|tr|U6K8W3|U6K8W3_9EIME
AFP|tr|A0AAX0KZ05|A0AAX0KZ05_9RHOB	AFP|tr|A0AAX0KZ05|A0AAX0KZ05_9RHOB
AFP|tr|A0A7K8MNX5|A0A7K8MNX5_9CORV	AFP|tr|A0A7K8MNX5|A0A7K8MNX5_9CORV
AFP|tr|H7FVS3|H7FVS3_FLAFP	AFP|tr|H7FVS3|H7FVS3_FLAFP
AFP|tr|H7FRU2|H7FRU2_FLAFP	AFP|tr|H7FRU2|H7FRU2_FLAFP
AFP|tr|A0EXV4|A0EXV4_9FABA	AFP|tr|A0EXV4|A0EXV4_9FABA
AFP|tr|U6MXV8|U6MXV8_9EIME	AFP|tr|U6MXV8|U6MXV8_9EIME
AFP|tr|U6MXV8|U6MXV8_9EIME	AFP|tr|U6L472|U6L472_EIMTE
AFP|tr|H7FS54|H7FS54_FLAFP	AFP|tr|H7FS54|H7FS54_FLAFP
AFP|tr|H7FS54|H7FS54_FLAFP	AFP|tr|H7FM45|H7FM45_FLAFP
AFP|tr|A0A383V898|A0A383V898_TETOB	AFP|tr|A0A383V898|A0A383V898_TETOB
AFP|tr|A0A9P4V1I4|A0A9P4V1I4_9PLEO	AFP|tr|A0A9P4V1I4|A0A9P4V1I4_9PLEO
AFP|tr|A0A914T435|A0A914T435_9BILA	AFP|tr|A0A914T435|A0A914T435_9BILA
AFP|tr|A0A815MQN9|A0A815MQN9_9BILA	AFP|tr|A0A815MQN9|A0A815MQN9_9BILA
AFP|tr|A0A815MQN9|A0A815MQN9_9BILA	AFP|tr|A0A8S2Y1W2|A0A8S2Y1W2_9BILA
AFP|tr|A0A815MQN9|A0A815MQN9_9BILA	AFP|tr|A0A821XT42|A0A821XT42_9BILA
AFP|tr|A0A815MQN9|A0A815MQN9_9BILA	AFP|tr|A0A8S2QEW3|A0A8S2QEW3_9BILA
AFP|tr|U6K6B9|U6K6B9_9EIME	AFP|tr|U6K6B9|U6K6B9_9EIME
AFP|tr|H7FTC6|H7FTC6_FLAFP	AFP|tr|H7FTC6|H7FTC6_FLAFP
AFP|tr|A0A914QBF8|A0A914QBF8_9BILA	AFP|tr|A0A914QBF8|A0A914QBF8_9BILA
AFP|tr|H7FNI1|H7FNI1_FLAFP	AFP|tr|H7FNI1|H7FNI1_FLAFP
AFP|tr|A0A8E2DFT1|A0A8E2DFT1_9APHY	AFP|tr|A0A8E2DFT1|A0A8E2DFT1_9APHY
AFP|tr|A0AAW1Y832|A0AAW1Y832_RUBAR	AFP|tr|A0AAW1Y832|A0AAW1Y832_RUBAR
AFP|tr|H7FQ42|H7FQ42_FLAFP	AFP|tr|H7FQ42|H7FQ42_FLAFP
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A2M7N239|A0A2M7N239_9BACT
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|Q7P733|Q7P733_FUSVC
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A520SKR1|A0A520SKR1_9BACT
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A1V5PQF6|A0A1V5PQF6_UNCXX
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A3A9E7A8|A0A3A9E7A8_UNCXX
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A2M8PK89|A0A2M8PK89_9CHLR
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A2D6JYB5|A0A2D6JYB5_9PROT
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A7X7H299|A0A7X7H299_9LACO
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A958RZN4|A0A958RZN4_9FLAO
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A2H0U2M8|A0A2H0U2M8_9BACT
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A0G0W5L0|A0A0G0W5L0_9BACT
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A949CJP3|A0A949CJP3_UNCPL
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A0R2PN66|A0A0R2PN66_9ACTN
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A383EBA6|A0A383EBA6_9ZZZZ
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A973CNU2|A0A973CNU2_9BACT
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A382J6S2|A0A382J6S2_9ZZZZ
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A7X7NXC1|A0A7X7NXC1_9FIRM
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A644YUI4|A0A644YUI4_9ZZZZ
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A3C0K6W4|A0A3C0K6W4_UNCCH
AFP|tr|A0A2M7N239|A0A2M7N239_9BACT	AFP|tr|A0A2E4V2S9|A0A2E4V2S9_9FLAO
AFP|tr|U6N2T0|U6N2T0_9EIME	AFP|tr|U6N2T0|U6N2T0_9EIME
AFP|tr|A0A852BNJ3|A0A852BNJ3_9PICI	AFP|tr|A0A852BNJ3|A0A852BNJ3_9PICI
AFP|tr|A0A7S3HK52|A0A7S3HK52_9STRA	AFP|tr|A0A7S3HK52|A0A7S3HK52_9STRA
AFP|tr|A0A3M6R767|A0A3M6R767_9BURK	AFP|tr|A0A3M6R767|A0A3M6R767_9BURK
AFP|tr|A0A3M6R767|A0A3M6R767_9BURK	AFP|tr|A0A3M6QAR4|A0A3M6QAR4_9BURK
AFP|tr|U6JZ13|U6JZ13_9EIME	AFP|tr|U6JZ13|U6JZ13_9EIME
AFP|tr|H7FV38|H7FV38_FLAFP	AFP|tr|H7FV38|H7FV38_FLAFP
AFP|tr|A0A956ABK7|A0A956ABK7_UNCMY	AFP|tr|A0A956ABK7|A0A956ABK7_UNCMY
AFP|tr|A0A7X7KBY8|A0A7X7KBY8_9BACT	AFP|tr|A0A7X7KBY8|A0A7X7KBY8_9BACT
AFP|tr|A0A7X7KBY8|A0A7X7KBY8_9BACT	AFP|tr|A0A7X7F7D6|A0A7X7F7D6_9BACT
AFP|tr|A0A383V9F6|A0A383V9F6_TETOB	AFP|tr|A0A383V9F6|A0A383V9F6_TETOB
AFP|tr|H7FM32|H7FM32_FLAFP	AFP|tr|H7FM32|H7FM32_FLAFP
AFP|tr|A0A9P3IQQ4|A0A9P3IQQ4_9VIRI	AFP|tr|A0A9P3IQQ4|A0A9P3IQQ4_9VIRI
AFP|tr|A0A8T0BQD5|A0A8T0BQD5_SILME	AFP|tr|A0A8T0BQD5|A0A8T0BQD5_SILME
AFP|tr|A0A8S3IUH9|A0A8S3IUH9_9BILA	AFP|tr|A0A8S3IUH9|A0A8S3IUH9_9BILA
AFP|tr|A0A8S3IUH9|A0A8S3IUH9_9BILA	AFP|tr|A0A816R6N7|A0A816R6N7_9BILA
AFP|tr|H7FPV0|H7FPV0_FLAFP	AFP|tr|H7FPV0|H7FPV0_FLAFP
AFP|tr|U6MX18|U6MX18_9EIME	AFP|tr|U6MX18|U6MX18_9EIME
AFP|tr|H7FSI1|H7FSI1_FLAFP	AFP|tr|H7FSI1|H7FSI1_FLAFP
AFP|tr|A0A8I0CAN8|A0A8I0CAN8_9CAUL	AFP|tr|A0A8I0CAN8|A0A8I0CAN8_9CAUL
AFP|tr|U6JW74|U6JW74_9EIME	AFP|tr|U6JW74|U6JW74_9EIME
AFP|tr|A0A2P4QZJ9|A0A2P4QZJ9_RHIID	AFP|tr|A0A2P4QZJ9|A0A2P4QZJ9_RHIID
AFP|tr|H7FT81|H7FT81_FLAFP	AFP|tr|H7FT81|H7FT81_FLAFP
AFP|tr|A0A9D4L4N8|A0A9D4L4N8_DREPO	AFP|tr|A0A9D4L4N8|A0A9D4L4N8_DREPO
AFP|tr|A0AAQ4CXK7|A0AAQ4CXK7_AMBAM	AFP|tr|A0AAQ4CXK7|A0AAQ4CXK7_AMBAM
AFP|tr|A0A552KRD4|A0A552KRD4_9CHRO	AFP|tr|A0A552KRD4|A0A552KRD4_9CHRO
AFP|tr|A0A552KRD4|A0A552KRD4_9CHRO	AFP|tr|A0A1J4UKN9|A0A1J4UKN9_9ARCH
AFP|tr|A0A552KRD4|A0A552KRD4_9CHRO	AFP|tr|A0A2H9L819|A0A2H9L819_9ARCH
AFP|tr|U6KEL0|U6KEL0_9EIME	AFP|tr|U6KEL0|U6KEL0_9EIME
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|U3U536|U3U536_9ENTR
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A4Z0PG84|A0A4Z0PG84_SALET
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A447MU88|A0A447MU88_SALET
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|F5NT99|F5NT99_SHIFL
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A376DI58|A0A376DI58_ECOLX
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A737K274|A0A737K274_SALER
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0AAN3UZD3|A0AAN3UZD3_ECOLX
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A8E0FMJ7|A0A8E0FMJ7_ECOLX
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A3S4K2I3|A0A3S4K2I3_SALER
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A377E661|A0A377E661_ECOLX
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A5R1YJD9|A0A5R1YJD9_SALIN
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A6N3R5W1|A0A6N3R5W1_SHIFL
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A8X6K0J4|A0A8X6K0J4_SALDU
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A3S4MA70|A0A3S4MA70_CITKO
AFP|tr|A0A7X2MRJ9|A0A7X2MRJ9_ENTAG	AFP|tr|A0A379GGH5|A0A379GGH5_PROMI
AFP|tr|A0A5B7JXB0|A0A5B7JXB0_PORTR	AFP|tr|A0A5B7JXB0|A0A5B7JXB0_PORTR
AFP|tr|H7FQG5|H7FQG5_FLAFP	AFP|tr|H7FQG5|H7FQG5_FLAFP
AFP|tr|A0AA42E5Z1|A0AA42E5Z1_9HYPH	AFP|tr|A0AA42E5Z1|A0AA42E5Z1_9HYPH
AFP|tr|A0AA42E5Z1|A0AA42E5Z1_9HYPH	AFP|tr|A0A937CX52|A0A937CX52_9HYPH
AFP|tr|A0AAV4RB80|A0AAV4RB80_CAEEX	AFP|tr|A0AAV4RB80|A0AAV4RB80_CAEEX
AFP|tr|A0AAV2IVT8|A0AAV2IVT8_KNICA	AFP|tr|A0AAV2IVT8|A0AAV2IVT8_KNICA
AFP|tr|A0A5N6JNV5|A0A5N6JNV5_MONLA	AFP|tr|A0A5N6JNV5|A0A5N6JNV5_MONLA
AFP|tr|A0A8C6VQC1|A0A8C6VQC1_NOTFU	AFP|tr|A0A8C6VQC1|A0A8C6VQC1_NOTFU
AFP|tr|A0A9N7U1S1|A0A9N7U1S1_PLEPL	AFP|tr|A0A9N7U1S1|A0A9N7U1S1_PLEPL
AFP|tr|U6K0Y6|U6K0Y6_9EIME	AFP|tr|U6K0Y6|U6K0Y6_9EIME
AFP|tr|U6GP83|U6GP83_EIMAC	AFP|tr|U6GP83|U6GP83_EIMAC
AFP|tr|A0A1M5VZZ6|A0A1M5VZZ6_FLAJO	AFP|tr|A0A1M5VZZ6|A0A1M5VZZ6_FLAJO
AFP|tr|A0AAW1S1U3|A0AAW1S1U3_9CHLO	AFP|tr|A0AAW1S1U3|A0AAW1S1U3_9CHLO
AFP|tr|A0A2E7N7Z6|A0A2E7N7Z6_9BACT	AFP|tr|A0A2E7N7Z6|A0A2E7N7Z6_9BACT
AFP|tr|A0A2E7N7Z6|A0A2E7N7Z6_9BACT	AFP|tr|A0A7C4C5Y2|A0A7C4C5Y2_9ARCH
AFP|tr|A0A2E7N7Z6|A0A2E7N7Z6_9BACT	AFP|tr|A0A6J7D0B3|A0A6J7D0B3_9ZZZZ
AFP|tr|J7HUT5|J7HUT5_BORSA	AFP|tr|J7HUT5|J7HUT5_BORSA
AFP|tr|A0A836X375|A0A836X375_9PROT	AFP|tr|A0A836X375|A0A836X375_9PROT
AFP|tr|A0A836X375|A0A836X375_9PROT	AFP|tr|A0A6J6LR45|A0A6J6LR45_9ZZZZ
AFP|tr|A0A836X375|A0A836X375_9PROT	AFP|tr|A0A7C2IMS0|A0A7C2IMS0_9BACT
AFP|tr|A0A5E4A6R6|A0A5E4A6R6_MARMO	AFP|tr|A0A5E4A6R6|A0A5E4A6R6_MARMO
AFP|tr|A0A5E4A6R6|A0A5E4A6R6_MARMO	AFP|tr|A0A834V6T7|A0A834V6T7_MARMO
AFP|tr|U6JSL9|U6JSL9_9EIME	AFP|tr|U6JSL9|U6JSL9_9EIME
AFP|tr|U6JW21|U6JW21_9EIME	AFP|tr|U6JW21|U6JW21_9EIME
AFP|tr|H7FUT0|H7FUT0_FLAFP	AFP|tr|H7FUT0|H7FUT0_FLAFP
AFP|tr|A0A9N7YEY7|A0A9N7YEY7_PLEPL	AFP|tr|A0A9N7YEY7|A0A9N7YEY7_PLEPL
AFP|tr|M4QTB8|M4QTB8_MORCA	AFP|tr|M4QTB8|M4QTB8_MORCA
AFP|tr|A0A7T5JTJ1|A0A7T5JTJ1_9BACL	AFP|tr|A0A7T5JTJ1|A0A7T5JTJ1_9BACL
AFP|tr|A0A7T5JTJ1|A0A7T5JTJ1_9BACL	AFP|tr|A0A7T5EVY1|A0A7T5EVY1_9BACL
AFP|tr|A0AAW1PSF2|A0AAW1PSF2_9CHLO	AFP|tr|A0AAW1PSF2|A0AAW1PSF2_9CHLO
AFP|tr|A0A9E2UJB3|A0A9E2UJB3_9PROT	AFP|tr|A0A9E2UJB3|A0A9E2UJB3_9PROT
AFP|tr|H7FQE6|H7FQE6_FLAFP	AFP|tr|H7FQE6|H7FQE6_FLAFP
AFP|tr|H7FR39|H7FR39_FLAFP	AFP|tr|H7FR39|H7FR39_FLAFP
AFP|tr|H7FQ19|H7FQ19_FLAFP	AFP|tr|H7FQ19|H7FQ19_FLAFP
AFP|tr|H7FQ19|H7FQ19_FLAFP	AFP|tr|H7FTJ9|H7FTJ9_FLAFP
AFP|tr|H7FQ19|H7FQ19_FLAFP	AFP|tr|H7FP66|H7FP66_FLAFP
AFP|tr|H7FQ19|H7FQ19_FLAFP	AFP|tr|H7FPW8|H7FPW8_FLAFP
AFP|tr|H7FQ19|H7FQ19_FLAFP	NONAFP|sp|P29429|THIO_EMENI
AFP|tr|H7FLU5|H7FLU5_FLAFP	AFP|tr|H7FLU5|H7FLU5_FLAFP
AFP|tr|A0A7K6XF41|A0A7K6XF41_9PASE	AFP|tr|A0A7K6XF41|A0A7K6XF41_9PASE
AFP|tr|A0A7K6XF41|A0A7K6XF41_9PASE	AFP|tr|A0A7K7G1M4|A0A7K7G1M4_CHIMN
AFP|tr|H7FR02|H7FR02_FLAFP	AFP|tr|H7FR02|H7FR02_FLAFP
AFP|tr|A0A813YWM8|A0A813YWM8_9BILA	AFP|tr|A0A813YWM8|A0A813YWM8_9BILA
AFP|tr|H7FVC2|H7FVC2_FLAFP	AFP|tr|H7FVC2|H7FVC2_FLAFP
AFP|tr|H7FTZ0|H7FTZ0_FLAFP	AFP|tr|H7FTZ0|H7FTZ0_FLAFP
AFP|tr|H7FWF9|H7FWF9_FLAFP	AFP|tr|H7FWF9|H7FWF9_FLAFP
AFP|tr|A0A974XAZ2|A0A974XAZ2_9FIRM	AFP|tr|A0A974XAZ2|A0A974XAZ2_9FIRM
AFP|tr|A0A383VNR1|A0A383VNR1_TETOB	AFP|tr|A0A383VNR1|A0A383VNR1_TETOB
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y6|Q5I2Y6_CHOFU
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y3|Q5I2Y3_CHOOC
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y7|Q5I2Y7_CHOFU
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y5|Q5I2Y5_CHOOC
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y9|Q5I2Y9_9NEOP
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y2|Q5I2Y2_CHORO
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y1|Q5I2Y1_CHORO
AFP|tr|Q5I2Y8|Q5I2Y8_9NEOP	AFP|tr|Q5I2Y4|Q5I2Y4_CHOOC
AFP|tr|U6K265|U6K265_9EIME	AFP|tr|U6K265|U6K265_9EIME
AFP|tr|H7FWI9|H7FWI9_FLAFP	AFP|tr|H7FWI9|H7FWI9_FLAFP
AFP|tr|H7FTP0|H7FTP0_FLAFP	AFP|tr|H7FTP0|H7FTP0_FLAFP
AFP|tr|A0AA38RYS1|A0AA38RYS1_9PEZI	AFP|tr|A0AA38RYS1|A0AA38RYS1_9PEZI
AFP|tr|A0AA38RYS1|A0AA38RYS1_9PEZI	AFP|tr|A0A1J7IL80|A0A1J7IL80_9PEZI
AFP|tr|H7FWH3|H7FWH3_FLAFP	AFP|tr|H7FWH3|H7FWH3_FLAFP
AFP|tr|A0A9D2UQ31|A0A9D2UQ31_BREEP	AFP|tr|A0A9D2UQ31|A0A9D2UQ31_BREEP
AFP|tr|A0A9P6AJE1|A0A9P6AJE1_9AGAM	AFP|tr|A0A9P6AJE1|A0A9P6AJE1_9AGAM
AFP|tr|A0A941HD90|A0A941HD90_9ACTN	AFP|tr|A0A941HD90|A0A941HD90_9ACTN
AFP|tr|A0A941HD90|A0A941HD90_9ACTN	AFP|tr|A0A0N0SZ04|A0A0N0SZ04_9ACTN
AFP|tr|A0A9P3IC07|A0A9P3IC07_9VIRI	AFP|tr|A0A9P3IC07|A0A9P3IC07_9VIRI
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A222F2I5|A0A222F2I5_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A7X5JAF6|A0A7X5JAF6_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A0M6XZJ0|A0A0M6XZJ0_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A0D6JJM7|A0A0D6JJM7_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A084U8A7|A0A084U8A7_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A961VU97|A0A961VU97_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A8I1GGS8|A0A8I1GGS8_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|E3I680|E3I680_RHOVT
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A0L0IVW0|A0A0L0IVW0_9HYPH
AFP|tr|A0AAD1L7X6|A0AAD1L7X6_CITBR	AFP|tr|A0A841K551|A0A841K551_9HYPH
